title,address,business_model,description,email,foundation_year,founders_number,growth_stage,is_active,last_updated,link,staff_size,tags,telephone,total_team_size,website
Dr. Michel GmbH,"Gabelsbergerstr. 9, 80333 München",B2C," Alle Babywippen haben eines gemein: der Babyrücken wird nicht ausreichend gestützt und der Liegewinkel ist zu steil, wodurch ungünstige Stauchungskräfte entstehen. Dieses Problem hat den Kinderchirurgen Dr. Johannes Michel dazu veranlasst, eine eigene Babywippe zu entwickeln – die „Babywelle“. Aus dem Ur-Modell für den eigenen Nachwuchs ist über die Jahre ein marktreifes Produkt entstanden, das in Bezug auf ergonomische und nachhaltige Kriterien neue Maßstäbe im Markt der Babywippen setzt. Die flache, aber gerade Liegefläche vermeidet Stauchungskräfte und schon die Wirbelsäule. Babywelle bietet neben ergonomischen Vorteilen eine herausragende Materialqualität. Der Korpus wird von in Bayern ansässigen Schreinereien aus FSC-zertifiziertem Holz gefertigt. Der waschbare Stoffüberzug wird aus GOTS-zertifizierter Bio-Baumwolle handgenäht. Die Liegematte, wahlweise aus Schaumstoff oder Natur-Latex, erfüllt den OEKO-TEX® Standard 100. Die regionale und sozialverantwortliche Produktion macht Babywelle zur nachhaltigsten Babywippe im Markt und bedient ein wachsendes Verbraucherbedürfnis. Neben ergonomischen und nachhaltigen Wettbewerbsvorteilen besitzt Babywelle ein einzigartiges Design, das 2019 mit dem German Design Award Special ausgezeichnet wurde.",info@babywelle.de,2017,2,Growth-Stage,True,02.03.2022,https://www.munich-startup.de/startups/dr-michel-gmbh/,2,"Lifestyle,Wohnen",,4,https://www.babywelle.de
Doctor Kimchi GmbH,"Plinganserstr 57, 81369 München",B2C," Doctor Kimchi ist ein FoodTech und HealthTech, das (personalisierte) fermentierte Lebensmittel anbietet. Unsere Hauptprodukte – Kimchi und trinkbare Kimchi-Shots – sind vegan, glutenfrei und unpasteurisiert, um die lebendigen Bakterien zu erhalten. Unsere Produkte sind derzeit über unsere Webseite, Amazon und bald auch über den Einzelhandel erhältlich. Wir ergänzen unsere Produkte mit einem Mikrobiom-Messservice und einer benutzerfreundlichen digitalen Lösung zur Überwachung der Darmgesundheit. Auf diese Weise können die Verbraucher die Auswirkungen des Verzehrs von Kimchi auf ihre Darmgesundheit überwachen.",info@doctorkimchi.com,2022,2,Seed-Stage,True,25.07.2023,https://www.munich-startup.de/startups/doctor-kimchi-gmbh/,0,"Food,Life Science",,2,http://www.doctorkimchi.com
doo GmbH,"St.-Martin-Straße 58-68, 81541 München",," ist die führende Plattform für Ihr Event-Management & Event-Marketing in Deutschland. Online Event Management & Marketing Software mit Ticketshop, Kampagnen-Management und Event Analytics – alles aus einer Hand. Das Wertvollste sind Ihre Teilnehmer. Begeistern Sie mit doo event solutions! Geschäftsführer: Dr. Michael Liebmann, Christoph Sedlmeir",kontakt@doo.net,,,,True,16.04.2019,https://www.munich-startup.de/startups/doo-gmbh/,,"IT/Technologie,SaaS",089 2488 153 0,,https://doo.net
done.by GmbH,"Haimhauserstr. 8, 80802 München",," Auf präsentieren Unternehmen ihr Leistungsportfolio anhand von aussagekräftigen Projekt-Referenzen und gewinnen passende Neukunden. Zusätzlich optimieren sie die notwendige Dokumentation ihrer ausgeführten Projekte und unterstützen damit Vertrieb und Marketing. Interessenten finden auf done.by bestpassendste Dienstleister nach selbstbestimmten Suchkriterien, branchenübergreifend – und deutlich schneller als bisher.",jens.hoppe@done.by,,,,True,29.01.2020,https://www.munich-startup.de/startups/done-by-gmbh/,,,+49 89 - 18 96 59 600,,http://done.by
Digital Product School by UnternehmerTUM,"Freddy-Mercury-Straße 5, 80636 München",," Digital Product School (DPS) is a 3-month training program by UnternehmerTUM GmbH with the mission to empower the next generation of human-centered digital product makers. DPS is part of the Digital Hub Mobility and is funded by the Bavarian government as well as industry partners. It is aimed at students and graduates from all over the world who want to gain practical experience in digital product development and facilitate their entry into the professional working life in the tech sector. Talents from the fields of Product Management, Interaction Design, Software Engineering, Artificial Intelligence, Agile Team Coaching, and Product Marketing are welcome to participate. During the program, they work in cross-functional and diverse teams and build human-centered digital products that solve specific user problems. By doing this they practically experience modern digital product development but also get training in their individual domain as well as in agile working methods, design thinking, Lean Start-up, Scrum, user research, etc. The teams work on challenges provided by partner companies from the fields of mobility, healthcare, sustainability, or other domains. The company partners profit from the strong innovative drive within the team and the program and will receive a digital product that solves their specific challenge and that creates new business opportunities for them. The Digital Product School is located in the Munich Urban Colab, where talents, promising entrepreneurs, start-ups, corporate innovators, scientists, and creatives from diverse sectors and disciplines work together under one roof.",hello@dpschool.io,,15,,True,13.09.2022,https://www.munich-startup.de/startups/digital-product-school/,60,,,75,http://digitalproductschool.io/
djoon foods GmbH,"Kirchenstr. 74, 81675 München",B2C," Wir sind djoon und wollen Menschen ein rundum gutes Gefühl beim Naschen und Snacken ermöglichen. Das bedeutet, unschlagbarer Geschmack in Einklang mit besseren Nährwerten und nachhaltiger Wertschöpfung. Daher sind alle djoon Produkte nicht nur super lecker, sondern auch bio, vegan und ohne Zuckerzusatz. In unserer Münchener Manufaktur fertigen wir die (bald weltberühmten) djoon Dattelpralinen. Seit unserem Verkaufsstart in 2021 haben wir uns eine treue Community von djoon-Fans aufgebaut, die sich immer wieder über neue djoon-Produkte freuen darf: so z.B. Brotaufstriche, Dattel-Lebkuchen, Adventskalender, …",martin@djoon.de,2021,3,Growth-Stage,True,16.05.2023,https://www.munich-startup.de/startups/djoon-foods-gmbh/,15,"(e)Commerce,Bio,Food,Lebensmittel",+49 17621000670,18,https://www.djoon.de/
DigiSigner,"St.-Wendel-Str. 44, 81379 Munich",," bietet die Möglichkeit Formulare online auszufüllen und rechtsverbindlich zu unterzeichnen. Es ist besonders nützlich für Banken, Versicherungen und anderen Unternehmen, die schneller und einfacher Verträge mit Ihren Kunden abschließen möchten.",contact@digisigner.com,,,,True,06.09.2017,https://www.munich-startup.de/startups/digisigner/,,"IT/Technologie,SaaS",+49 177 4234738,,http://www.digisigner.com
draglet GmbH,"Laimer Str. 47, 80639 München",," ist ein Technologie-Startup aus München, spezialisiert auf die Entwicklung von Blockchain Applikationen und Börsensoftware für Kryptowährungen wie Bitcoin und Ethereum. Das Unternehmen agiert vor allem global, mit Kunden aus mittlerweile 19 verschiedenen Ländern",stefanchun.yin@draglet.com,,,,False,01.12.2021,https://www.munich-startup.de/startups/draglet-gmbh/,,"Bitcoin,Blockchain,FinTech,FinTech | InsurTech | LegalTech | RegTech,IT/Technologie",0151/46638868,,http://www.draglet.com
droov,"Max-Liebermann-Str. 13, 80937 München",B2B," droov ist eine Komplettlösung für KMUs, um ein E-Commerce- und Liefergeschäft zu betreiben. Mit droov können Unternehmen mühelos ihren markeneigenen Online-Shop aufbauen, Betriebsabläufe verwalten und Kurierdienste koordinieren, um ihren Kunden ein erstklassiges Online-Bestell- und Liefererlebnis zu bieten. Wir versorgen KMUs mit der Technologie, die historisch gesehen nur großen und digital einheimischen Unternehmen zur Verfügung stand. Präsentiert in einer bemerkenswert einfachen Benutzeroberfläche, kann mit droov sogar jemand ohne jegliche Technikkenntnisse einen wettbewerbsfähigen Lieferdienst für die letzte Meile starten.",contact@droov.io,2022,1,Seed-Stage,True,02.11.2023,https://www.munich-startup.de/startups/droov/,4,"IT/Technologie,SaaS",,5,https://www.droov.io
e-bot7,"Perusastraße 7, 80333 München",B2B," Conversational AI, vereinfacht. Wir automatisieren Kundengespräche. Einfach, schnell, effizient. e-bot7 ist die führende Conversational AI Plattform zur Automatisierung des Kundenservice. Mit dem multilingualen NLP-Algorithmus, der KI-Hybridlösung sowie geringen Implementierungsaufwand gehört e-bot7 zu den innovativsten KI-Anbietern weltweit. Es entwickelt und integriert künstliche Intelligenz und Deep Learning in bestehende CRM-Kundenservice-Systeme. Die Lösung des Unternehmens mit Sitz in München, London, Amsterdam, Paris und New York automatisiert Anfragen und Prozesse im Kundenservice, analysiert eingehende Nachrichten und unterstützt Kundendienstmitarbeiter mit Antwortvorschlägen. Dies reduziert die durchschnittliche Bearbeitungszeit um bis zu mehr als 80%. Das Unternehmen arbeitet mit den renommiertesten internationalen Kunden zusammen und hat über 20 Awards gewonnen.",xaver@e-bot7.com,,3,,True,22.03.2021,https://www.munich-startup.de/startups/e-bot7/,110,"Artificial Intelligence,IT/Technologie,SaaS",+491707331627,113,http://www.e-bot7.com
Dynamify GmbH,"Lichtenbergstraße 8, 85748 Garching bei München",," entwickelt und vermarktet Medizinprodukte mit starkem Fokus auf Benutzerfreundlichkeit und Kundennutzen. Im August 2015 hat Dynamify sein erstes Medizinprodukt, das Dynamify Wireless Dermatoskop nach nur anderthalb Jahren Entwicklung erfolgreich in den Markt eingeführt. Zusätzlich zu dem Bereich der Dermatoskopie und dem Vertrieb des Dynamify Wireless Dermatoscope wurde in 2016 der Bereich Entwicklung auf die Erbringung von Beratungs- und Entwicklungsleistungen für Industrie-Unternehmen in der Entwicklung von Medizinprodukten ausgerichtet. Kontaktieren Sie die drei Geschäftsführer Herr Kirsch, Herr Tillmann und Herr Unger gerne jederzeit unter der folgenden Nummer: +49 (0)89 7167 795-0.",info@dynamify.de,,,,True,05.09.2017,https://www.munich-startup.de/startups/dynamify-gmbh/,,"eHealth,Health,Life Science,MedTech",089/7167795-0,,https://dynamify.de/
Dynamic Biosensors GmbH,"Lochhamer Str. 15, 82152 Planegg",," DISCOVER MOLECULAR INTERACTIONS Dynamic Biosensors is a young biotech company based in Munich, Germany, and Boston (MA), USA. We provide innovative measurement technologies for the analysis of molecular interactions, which enable life science researchers in academia and industry to achieve scientific breakthroughs and develop future medicines against cancer and many other diseases. Dynamic Biosensors commercializes switchSENSE® technology, a groundbreaking platform technology for the analysis of biomolecules with applications in R&D and drug development.",info@dynamic-biosensors.com,,,,True,06.10.2021,https://www.munich-startup.de/startups/dynamic-biosensors-gmbh/,,"BioTech,Life Science",+49 89 89 74 544 - 0,,http://www.dynamic-biosensors.com/
DyeMansion GmbH,"Robert-Koch-Straße 1, 82152 Planegg-München",," Das Münchner Unternehmen ​ ist Weltmarktführer für ​industrielle​ ​Lösungen​ ​zur​ ​Oberflächenveredelung​ ​und Einfärbung​ ​von​ pulverbasierten, ​additiv​ ​gefertigten​ ​Kunststoffteilen. Die gesamte von DyeMansion entwickelte End-to-End Lösung wird als ‘Print-to-Product’ Workflow bezeichnet und deckt alle Schritte der Veredelung vom Rohteil bis zum fertigen Produkt ab. Bereits​ ​mehr​ ​als​ ​400​ ​Kunden​ ​vertrauen auf​ die Lösungen für Farbe und Finish​,​ ​darunter​ ​viele 3D-Druck Dienstleister​ ​und Hersteller​ ​aus​ ​verschiedenen ​Branchen​ ​wie​ ​Automobil,​ Lifestyle, Einzelhandel, Medizintechnik​ ​oder ​Sportartikel. DyeMansion Lösungen sind mit allen großen industriellen Pulverbett Technologien im 3D-Druck, wie von EOS, HP, 3D Systems und Prodways kompatibel. Dieser neue Qualitätsstandard ermöglicht die Serienfertigungen von Luxus-Sonnenbrillen bis hin zu Automotive Ersatzteilen.",hallo@dyemansion.com,,,,True,29.03.2021,https://www.munich-startup.de/startups/dyemansion-gmbh/,,"3D-Technology,IT/Technologie",089 4141 705 00 ,,http://dyemansion.de
Duplid GmbH,"Oskar-von-Miller-Ring 20, 80333 München",B2B," Detect, Recover and Prevent Cash Leakage to Suppliers with AI Duplid’s AI identifies cash leakage to suppliers and supports companies in recovering excess payments. We unlock additional value by spotting the root causes of overpayments, fixing the fundamental processes and control gaps. Our SaaS solution enables businesses to better control future payment transactions and prevent new leakages. The Duplid software offers broad compatibility with all common ERP systems, is implemented in a flash, and immediately boosts your company’s bottom line. Rapidly growing partner ecosystem with renowned consultancies and innovation partners from the DACH region (Germany, Austria, Switzerland).",info@duplid.de,2020,,,True,19.12.2022,https://www.munich-startup.de/startups/duplid-gmbh/,,"Artificial Intelligence,Big Data,IT/Technologie,SaaS",,,https://www.duplid.de/
drivolino GmbH,"Ostenstraße 22b, 85757 Karlsfeld",B2B," drivolino ist ein junges, dynamisches Startup in München und das führende Portal im deutschen Fahrschulmarkt. Wir helfen Fahrschülern, online die richtige Fahrschule auszuwählen und ermöglichen Fahrschülern und Fahrschulen darüber hinaus mit unserer App das Buchen und Bezahlen von Fahrstunden. Mit unserer App drivolino bookandpay möchten wir die Digitalisierung im Fahrschulmarkt vorantreiben. Wir bieten einen stark auf den Fahrschulmarkt individualisierten Kalender in Verbindung mit einer echten In-App Onlinepaymentlösung an.",kontakt@drivolino.de,,2,Growth-Stage,True,19.10.2021,https://www.munich-startup.de/startups/drivolino-gmbh/,8,"Education,IT/Technologie,SaaS",08131 7799610,10,http://planer.drivolino.de
driveblocks,"Parkring 30, 85748 Garching bei München",B2B," driveblocks bietet eine modulare und skalierbare Plattformlösung zum autonomen Fahren im Nutzfahrzeugbereich an. Die Strategie beruht auf einer Kombination aus einfach konfigurierbaren Softwareblöcken, einem ganzheitlichen Systemverständnis und dem intensiven Einsatz quelloffener Standards und Technologien. Die Lösung ermöglicht so die sichere, schnelle und kosteneffiziente Automatisierung einer Vielzahl von Anwendungen – in der Mine, im Container-Terminal oder auf der Autobahn. Die driveblocks Plattform wird sowohl in einzelnen Modulen als auch als Systemlösung über ein Lizenzmodell vertrieben.",alexander.wischnewski@driveblocks.ai,,,Seed-Stage,True,04.04.2022,https://www.munich-startup.de/startups/driveblocks/,,"Artificial Intelligence,IT/Technologie,Robotics",,,https://www.driveblocks.ai/
e-mobilio GmbH,"Rosenheimer Str. 145d, 81671 München",B2C," Unsere Mission: Mit Freude zur Elektromobilität Elektromobilität ist eine große Chance zur Reduzierung von CO₂-Emissionen und für den Klimaschutz. Da mit dem Kauf eines E-Autos sehr viele zusätzliche Aspekte individuell beachtet werden müssen, sind viele E-Auto-Interessenten jedoch oftmals überfordert. Wir haben es uns daher zur Aufgabe gemacht, den Kauf eines E-Autos zu vereinfachen und unseren Website-Nutzern einen ganz einfachen Weg zu ihrer persönlichen Elektromobilitätslösung zu bieten. Damit der Kauf eines E-Autos Freude statt Kopfzerbrechen bereitet. Unser Angebot: 360° E-Mobility-Lösung e-mobilio ist eine herstellerneutrale Beratungs- und Vermittlungsplattform rund um Elektromobilität, die in Echtzeit vollumfängliche Unterstützung bei der Zusammenstellung des individuellen E-Mobility-Pakets bietet. Neutralität steht dabei an oberster Stelle. Mit der digitalen Kaufberatung helfen wir dem Nutzer Schritt für Schritt auf dem Weg zum passenden E-Mobility-Paket. Nachdem mit wenigen Klicks die persönlichen Anforderungen beantwortet sind, empfehlen wir mit Hilfe unseres neutralen Matching-Algorithmus in Echtzeit genau diejenigen Produkte und Services, die am besten zum individuellen Nutzerbedarf passen! Angefangen beim E-Auto über eine passende Ladelösung – auf Wunsch mit bequemem Installationsservice – und einen Ladetarif für unterwegs bis hin zu allen in Frage kommenden Fördermöglichkeiten. Und alle Komponenten kann man direkt auf e-mobilio kaufen oder sich an einen Händler vermitteln lassen.",r.missy@e-mobilio.de,,2,Growth-Stage,True,06.12.2021,https://www.munich-startup.de/startups/e-mobilio-gmbh/,9,"eMobility,Energy,Mobility",+49 89 2555556-0,11,https://e-mobilio.de/
